,id,original_title,title,original_language,overview,tagline,release_date,poster_path,popularity,vote_count,vote_average,budget,revenue,runtime,status,backdrop_path,genre_names,year,profit
34706,947902,Ditched,Ditched,en,An impulsive middle schooler playing a game of hide-and-seek soon realizes something sinister is hunting him and his friends.,"Ready or Not, Here They Come",2022-08-21,/ksKf95ttLfIeMk7OJa9qOu0PgIu.jpg,0.876,1,2.0,7000,0,8,Released,/gowMrZ5PE09pSFXDlRSGFHLjkB1.jpg,Horror,2022,-7000
34773,817811,Upstairs,Upstairs,en,Jennifer Saint finally receives validation that she’s not delusional when her late father reaches out from beyond the grave to confirm that their dark family secret is in fact the disturbing & sinister truth.,Don't go upstairs...,2021-04-06,/ivmL5lAoJez8q7WqhKvng7wrMvh.jpg,0.874,0,0.0,0,0,17,Released,/hpMvfSu32oYalmQFLob61WZJL18.jpg,Horror,2021,0
34788,353555,La Cara del Diablo,Face of the Devil,es,Seven friends go on a remote jungle vacation where they are terrorized by a primeval spirit....,Evil lies within.,2014-04-17,/kgTtoIFVsseOsddoRPl0rd5PEmz.jpg,0.873,7,3.8,0,0,87,Released,/irRRboDiLumPQQ2zcuoCkTGPD5T.jpg,Horror,2014,0
34791,402341,El aquelarre,El aquelarre,es,A man is convinced his pregnant wife is a witch and that she is carrying an abomination in her womb.,When love becomes terror,2011-10-23,/oiKi24bZlEQ1VVICZC1WBKqjmyh.jpg,0.873,1,10.0,0,0,100,Released,/d1T1qxwC7bfBXAJKY05KLCbDjq8.jpg,Horror,2011,0
34806,977866,The Ghosts Of Monday,The Ghosts Of Monday,en,A group of US filmmakers travel to Cyprus to film a documentary in the tragically famous Hotel Gula - a once popular resort where more than 100 people died in mysterious circumstances. What begins as just another day at the office will eventually turn into a terrifying journey into the unknown.,She is never alone.,2022-08-29,/zG5e79nh3Vcb3wFSt7fG04VSGOs.jpg,0.873,0,0.0,0,0,80,Released,/6JiT5BiQs4RbVXjJ6GU2w2587F0.jpg,Horror,2022,0
34881,787785,Living Room,Living Room,en,A priest investigates the house of a family who has been missing for weeks on end. What he finds is horrifying.,"1666, Present Day",2021-01-25,/5Uknf9cKYslhvHALMo0k4WCGC5u.jpg,0.87,0,0.0,0,0,5,Released,/tnG5WBZj33xErXI2TZicif8t0la.jpg,Horror,2021,0
34889,756630,Bloody Mary,Bloody Mary,en,"With only candlelight, the challenge is simple, say her name three times while looking into the mirror and survive. Witness the events as one young woman accepts the challenge and partakes in this ancient ritual, hoping to capture a ghost on film.",Seeing is believing.,2020-09-20,/yKsmzFVUdEmHHBgTe2BhqjkOUk8.jpg,0.868,0,0.0,0,0,10,Released,/hKP3cBrGZDLwMYvnmkOEuzgF22B.jpg,Horror,2020,0
34940,941723,Night Trap,Night Trap,en,"For the first time ever, the cult classic game Night Trap is available as a 48-minute motion picture on videocassette. Experience the terror like never before. You better be good, you better beware...",You'll be caught in the night...,2018-07-06,/jaGXGKcqyjMRJJXIS8ilkZqVqqR.jpg,0.864,0,0.0,0,0,48,Released,/c2yy1SYprPRIbgc7Cuj6bRF8ugm.jpg,Horror,2018,0
35082,516665,Cry No Fear,Cry No Fear,tl,"Kaycee and Wendy are always at each other’s throats. But when they are left alone in their house amidst a storm, with intruders trying to kill them, they have no choice but to become partners as they try to escape.",WARNING: Do not leave home alone.,2018-06-20,/jzuV6Ob10ARUYhcMdcuE3Bfr2NZ.jpg,0.853,0,0.0,0,0,105,Released,/dyFW2Qk6flC26x8fNjOoPyNpK5h.jpg,Horror,2018,0
35105,963062,Trip,Trip,en,"Following her daughter’s suicide, a grief-stricken mother is visited by an unconventional therapist who offers a hallucinogenic drug that will allow communion with the dead. Desperate to understand her daughter’s psyche she accepts the offer, and soon finds herself terrorized by her daughter’s identical experiences.",Give me your eyes,2022-05-13,/l0Ytmevts7TZTRaJuiTJixLNHmj.jpg,0.852,3,2.5,0,0,94,Released,/3iYx4vPP2MHziTIImaq5hV64xRy.jpg,Horror,2022,0
35144,386219,Chung Cư Ma,Conjuring Spirit,vi,"In the wake of her husband's betrayal, a novelist and mother moves to an old building, where she receives a music box and encounters a strange spirit.",You can't run. You can't hide. You can't scream,2014-12-24,/5PInfiCqTmgQPSCndlfhL75TBZE.jpg,0.85,6,6.9,0,0,115,Released,/c3yZGF6eDpdkZqSU4eIaQiwRoax.jpg,Horror,2014,0
35192,990419,Elicit,Elicit,en,"Drawn to a house with dark secrets, two sisters start to question what is real.",Lock the door. PRETEND you are safe.,2022-06-21,/jBzLVvMVfxiwXUXkxmKeNwluQ0z.jpg,0.849,0,0.0,0,0,96,Released,/nSr2ZXFzVWXClmMTtOnSpmisbAf.jpg,Horror,2022,0
35227,788470,Mouchuki Forest Bungalow,Mouchuki Forest Bungalow,en,Mouchuki Forest Bungalow is the first Bengali found footage horror film. It is an edited version of recovered footage from handy-cam of three friends which recorded the paranormal experience of their four days in an unknown forest.,An Unknown Forest...A Forbidden Bungalow...An Awaiting Evil...,2016-04-29,/pq29WV319Az84kNwTnGl7aiGhRX.jpg,0.847,0,0.0,7000,0,97,Released,/fTORxHv588iOFIn8UX9ZJj7FTG3.jpg,Horror,2016,-7000
35304,930802,黄昏乙女×アムネジア 退魔乙女,Tasogare Otome x Amnesia: Taima Otome,en,"Tired of Yuuko's antics for causing more ghost stories to be spread amongst the students, Kirie challenges her to a series of games which if Yuuko loses, she must behave.",Tasogare Otome x Amnesia OVA,2012-11-28,/pAtVw5cD2OQJOcNTixZGxuEcmAQ.jpg,0.844,0,0.0,0,0,24,Released,/4WHHQoNmHV9clEgUkc9cbunMK7G.jpg,Horror,2012,0
35386,212043,Reise nach Agatis,Voyage to Agatis,en,"Isabell and Rafael are going on holiday. On their trip, they pick up young Lisa, who is completely unaware of Rafael’s violent vein, and of his passion for humbling others.",3-2-1 Yours,2010-12-02,/rcHzvlN8ep6roNVu81wgeV9Bv6W.jpg,0.841,12,4.9,16000,0,73,Released,/7zrmqaOklkFrDF88IjR9aK11gTx.jpg,Horror,2010,-16000
35667,424222,Ufo: it is here,UFO: It Is Here,de,Five film students are producing a documentary about the local zoo when suddenly the animals go berserk: The reason is a light ball flying by in the sky and crashing at the horizon. Convinced that they've just witnessed a meteor landing the students follow the trajectory to document the event with their camera. In a forest area they discover a burned crater. Since it's too dark to film they decide to spend the night in their van. The next morning one of them is missing. The remaining students find first a trail of blood and then the torn up pieces of what used to be their friend. Soon they realize that something is hunting them - something that's not from this world.,It is here,2016-10-28,/2GnEKeMaO4nwv9y5ijLgoHkCYIq.jpg,0.84,14,3.9,125000,0,83,Released,/n0SsmfqpxJfhNgRcOE2XUk763OJ.jpg,Horror,2016,-125000
35778,635706,Sebastiana: La maldición,Sebastina: The Curse,es,"Based on a story titled ""The Woman and the Tiger"" featured in Peruvian Traditions by Ricardo Palma about a trip of a group of friends that ends up haunted by a mysterious spirit.",A trip with your friends could become your worst nightmare.,2019-10-31,/roH9r2qf8bfe9lQdG7Y6VHHjGop.jpg,0.84,0,0.0,0,0,105,Released,/3Bi6cZ36G55p6P8TTd9bgTZX1rL.jpg,Horror,2019,0
35783,642666,Mangkujiwo,Mangkujiwo,id,"After being removed from his position at the Keraton by Cokrokusumo, Brotoseno intends to take revenge. Brotoseno invites a woman named Kanti who is also filled with hatred for Cokrokusumo.","The Birth of Kuntilanak, the Rise of Mangkujiwo",2020-01-30,/vODgo45z5Rd2V0IJFTvgrfkT7g4.jpg,0.84,3,6.7,0,0,109,Released,/ogPOd7ilrdaBntqDXC3mqliXapu.jpg,Horror,2020,0
35835,779067,Reportage November,Reportage November,en,"A mysterious death of a mother and the disappearance of her child leads a group of freelance journalists to the outback of Sweden. The group of four, led by the famous journalist Linn Söderqvist, will make a reportage about the happening, and try to find something the police missed. Equipped with cameras and supplies to survive in the forest for days, they wander out in the woods to find the truth.",Some stories should remain untold,2022-10-14,/yDMuLK7pMGh3iG83ZCA1vwVYBqZ.jpg,0.84,0,0.0,5500,0,86,Released,/jjVVqqm8GJw0w5dWgQC1fRap7AL.jpg,Horror,2022,-5500
35854,869136,Clowns in the Woods,Clowns in the Woods,en,"Marcus, a young man with a disability, is bullied and killed after a prank goes wrong. In the afterlife, he meets a group of ghostly clowns who help him exact revenge on those who have wronged him.",Revenge is a dish best served sweet!,2021-07-23,/6VO854wiWDs7lckEjPKfL4DlYwN.jpg,0.84,1,2.0,35000,0,90,Released,/bMbBi4wapjTHoQEpwUA2ig0iTmZ.jpg,Horror,2021,-35000
35865,888380,SCP: First Contact,SCP: First Contact,en,"Task Force Omega Orange is comprised of Persons Indicted for War Crimes, who now serve the SCP Foundation in special operations.",[Reformatted to VHS for security purposes pertaining to SCP-REDACTED],2018-10-27,/wNfFlUVExYM36v2CB0VjzBsxqiH.jpg,0.84,0,0.0,0,0,25,Released,/nWX1E91WmI6pfXTXVCV8ke25AJN.jpg,Horror,2018,0
35889,987496,Return to Sender,Return to Sender,en,A woman gets involved in a delivery scam that grows increasingly strange.,You can't control what shows up at your door.,2022-07-21,/eGLDM6K1EU9AQzeKwvSU19atywj.jpg,0.84,2,8.3,30000,0,18,Released,/le8EvHFRAoTlIXprDZmyB1VWLb5.jpg,Horror,2022,-30000
35932,367108,Arrêt Pipi,Arrêt Pipi,nl,Sarah and Bram’s roadtrip takes a horrifying turn when they stop for a bathroom break in the dark woods of Wallonia.,Red or blue?,2015-10-31,/nV1msL389RGXJfN1EjLUFZuudUY.jpg,0.838,14,5.7,0,0,5,Released,/68fTTRKFfNW1mL9rmx6YKGpqCMB.jpg,Horror,2015,0
36045,894742,Valóság.exe,Reality.exe,hu,"Dávid - a man living alone - one day receives an email. The email is about an unknown but also special software that is offered only for him, for free. Dávid's friend Oszkár tells him that the software is capable of rewriting reality, but also warns him to ignore the email, because it can be dangerous. Dávid doesn't listen to Oszkár, and downloads the software.","It's not virtual, and it's not real. This software is two at once.",2022-12-25,/g4QVcHWTQVOuzPqCCuGcFycp4ES.jpg,0.826,0,0.0,10715,0,0,In Production,/7mfMT1I2DFzOmGr80K13JrBHHfc.jpg,Horror,2022,-10715
36096,737853,Snow Falls,Snow Falls,en,"After a winter storm strands five friends in a remote cabin with no power and little food, disorientation slowly claims their sanity as each of them succumbs to a fear that the snow itself may be contaminated or somehow evil.",The weather outside is frightful,2020-10-13,/bRHlrgM2NAdvE2p6hCrs8vZlU9Q.jpg,0.822,2,10.0,0,0,0,Released,/q339sPBLUeKgDdy6I7n7aRBNjGW.jpg,Horror,2020,0
36104,767204,Paranoia Tapes 7: Felts Field,Paranoia Tapes 7: Felts Field,en,"A teenage boy obsessed with UFOs discovers a mysterious light in the sky. Soon, his whole family finds themselves targets of the supernatural.",A Horror-Crime Anthology Like No Other,2020-04-15,/gSdSWvKmOxsuerv0hVtBPFebag4.jpg,0.821,1,8.0,0,0,82,Released,/t1GxD8Np43nt8rWE1cOv09UFVtt.jpg,Horror,2020,0
36170,138577,殺人動画サイト　デスチュブ2,Death Tube 2,ja,"The sequel to the exciting terror film! 'Death Tube,' the website where murders are streamed live in real time, is back online with a new generation of challengers / victims! Who will escape and what will be left of them? The real killer is about to be revealed!  A new crop of contestants turn up to participate in a vicious game of life or death, broadcast live over the internet for all the world to see.",The terror returns!,2012-04-21,/eVhpkoaPFUf6r6YLupwUpptNWAb.jpg,0.816,7,2.6,0,0,103,Released,/5RvU3pIH6DEZ2oj0lBRXVfLrIN4.jpg,Horror,2012,0
36334,1031833,Shifted,Shifted,en,Strange murderous creatures roam the streets. A group of neighbours are trapped inside a house. Leaving means certain death. How are they going to survive when someone inside the house starts killing the others? Trapped between a monster inside and monsters outside. Who is going to save you when the world has Shifted?,To Those of Us Left,2022-08-21,/ukrPjDISuHH56nydDLOZ4bh92jx.jpg,0.804,0,0.0,75000,0,89,Released,/40uUPHbDMqg9zrXUjZBVwcZrtmn.jpg,Horror,2022,-75000
36418,724368,Bekas Rumah Sakit,Bekas Rumah Sakit,id,A former hospital building holds many mystical and haunted stories. A woman sees that the hospital is still open and serves patients at night.  Ayoel tries to take advantage of this mystical story to boost his popularity in cyberspace.,Based on a True Urban Legend,2020-08-06,/sSrXDjK3aLIMKXMuGDKVZuOQUdU.jpg,0.788,1,1.0,0,0,83,Released,/1Me1RPrwMbTeMWFLtLG4wtyL36o.jpg,Horror,2020,0
36421,977886,ಕಸ್ತೂರಿ ಮಹಲ್,Kasthuri Mahal,kn,"Megha Shastry is an archaeologist whose hobby is to collect rare materials from historical sites. She stumbles on a 700-year-old book which fascinates her and she decides to keep it. As soon as she gets the book, strange things begin to happen to people around her.",A Fragrance from the Past,2022-05-20,/5GDFRFrLqEZEz407JAa6RQsuwHE.jpg,0.787,0,0.0,0,0,120,Released,/fU2KffMOTUma5qhaMG1FovzLHbd.jpg,Horror,2022,0
36433,889485,Frank,Frank,en,"In a moment of desperation, Ruby Chase makes a vow of servitude to a monster (Frank). She breaks her vow by committing suicide, setting Frank on a course of bloody revenge against the people she loved the most.",An anthology of terror.,2021-10-24,/shqFRP7izTG7vjAA75W3oIfy0Su.jpg,0.786,2,2.5,0,0,101,Released,/dryTVGnQytSM8aYB7wIgbMNzHZu.jpg,Horror,2021,0
36443,661664,Nightshift,Nightshift,tl,A young woman is stuck in the morgue - on her first day - working as an assistant to a pathologist when the dead begin to manifest signs of resurrection.,Do you believe in life after death?,2020-01-22,/k4brHfRBKw3lw3uHo6NTx88J4vB.jpg,0.785,2,6.0,0,0,95,Released,/asCfpGcxWwmJeVsy0Oy1IaxU7H4.jpg,Horror,2020,0
36467,430977,Seklusyon,Seklusyon,tl,"In 1947, those aspiring to be priest are sent to a remote convent to live in seclusion on the last day of their training. The purpose is to shield them from evil of the world. The plot thickens when a mysterious young girl comes to the convent but the question is whether she is really sent by God or by the Evil.",Are your prayers enough to fight the temptations of the devil?,2016-12-25,/kfBFJyfw3q7hfnzV2ApPpDpDLCd.jpg,0.782,11,5.7,0,0,90,Released,/vrDGfx3bVc54KEIq1rtzBBoqFrC.jpg,Horror,2016,0
36468,859357,The Forever Room,The Forever Room,en,"Claire  wakes one day to find herself chained in a basement. Her horror is amplified when she discovers that her captor is her own mother! Helen assures Claire that the situation is necessary and “for her own good.” And to add to Claire’s terror, in the days and nights to follow she is beset by strange apparitions and frightening experiences, finding herself precariously balanced on a razor’s edge between reality and insanity, and ultimately forced to face a dark truth.",A mother's love never dies.,2021-08-24,/xeLw4HlREvRr5kMXD0Olw4YNcIK.jpg,0.782,3,5.3,0,0,91,Released,/lIM1TTkKSxJ1j8fErj6qV0EB2pN.jpg,Horror,2021,0
36474,57640,McFly: Nowhere Left to Run,McFly: Nowhere Left to Run,en,"Updating ""Thriller"" for the ""Twilight"" generation, ""Nowhere Left to Run"" is a blood, sweat and scream-soaked vampire spectacular soundtracked by songs from McFly's latest album, Above the Noise, including huge, hit singles ""Party Girl"" and Taio Cruz collaboration ""Shine a Light"". Fun, frightening and fast-paced, glossily-produced and featuring gorgeous female fans with fangs, this is McFly as even their mothers would be scared to see them. The 30 minute film follows the boys from a daytime TV sofa to an isolated mansion where they try to ensure the future of McFly by taking their shirts off and plotting to murder one of their members.",As you've never seen them before...,2010-11-29,/2Ddn8RKdEtDkjycWztKVM5XV42i.jpg,0.781,5,5.9,0,0,38,Released,/gousyXgcO5uMKOQ9slEGrmPS3Rr.jpg,Horror,2010,0
36527,740264,The Chippie,The Chippie,en,"There have always been rumors about the local fast-food joint and its shady owner. When a child goes missing, a young boy musters up his courage and decides to check it out.",Once You Get A Taste of Those Chips...,2020-12-02,/mFCvLM6HBoDeNBTw2tTgQUa9DIh.jpg,0.778,3,6.0,20000,0,8,Released,/qYRlTBMRLlQCo9m1CvxOXvwEY1f.jpg,Horror,2020,-20000
36643,703781,Cassandra,Cassandra,en,"Do you remember? Last summer, Illinois was confronting a series of bizarre murders. At each crime scene, police found a sketch of a house which turned out to be the location of the next murder. But detectives couldn't identify the houses in time, and the murders continued, becoming more violent until someone recognizes the latest sketch as the old Wilson farm up in Monroe. As we open, a policewoman named Crawley is being interviewed by an unseen authority figure. She tries to remember what exactly happened at the Wilson farm. She explains she was patrolling in the area and went there quickly, intending to find out what the owner knew and get him out. Instead. . . what happened was. . . if only she could remember. . .",When memories can't be trusted. . . until they have to be.,2020-05-13,/eNYXFe5G3YjQTxKh2IBM8KqGSa9.jpg,0.771,3,8.3,0,0,12,Released,/jdP9ilEYmRIUkADWTMuGGPVxS6O.jpg,Horror,2020,0
36685,645426,Exit,Exit,en,"Events take a sinister turn one night in London, when two very different couples arrive at a double-booked apartment. Actions have consequences and not all debts are paid for with money. Leaving, it's harder than you think.",Leaving...It's harder than you think,2020-01-11,/ciFrVinZnfFSflqLnXPTChqFwVI.jpg,0.768,0,0.0,14000,0,80,Released,/4oT6oUknrfEOEiHigPoejONHa88.jpg,Horror,2020,-14000
36698,763563,Unboxing Ibai,Unboxing Ibai,es,"Esports streamer Ibai Llanos hacks the first unboxing of the new PS5 on Twitch, the world’s leading gaming platform. What initially appears to be a conventional streaming event becomes the first horror film ever produced, executed, and broadcast live, utilising a total of nine cameras, a production crew of seventy people, and an amazing display of live special effects.",You have never played a story like this.,2020-11-24,/ebiGDHDePiX7Vgrfc5xlfPGlkFy.jpg,0.767,5,5.1,0,0,10,Released,/sy8EwKlR5Hp6Iel08N18a0gUlVO.jpg,Horror,2020,0
36712,405615,The Museum Project,The Museum Project,en,"A group of students decide to base their media assignment on a local railway museum myth. However, when they trespass the premises after hours, they soon learn that some myths are more than stories.",Some myths are more than stories.,2016-05-01,/vzaznRV5LFyhEQKR0oHF8zyaqCm.jpg,0.766,6,5.2,0,0,45,Released,/yutjXtgsdB8ojVXgXxeZlVd5QNT.jpg,Horror,2016,0
36769,854244,Shark Huntress,Shark Huntress,en,"Shelia, an environmentalist venturing into the deep sea to capitalize on the billion-dollar plastic industry encounters deadly enhanced sharks. She wants revenge… it wants blood.",She wants revenge... It wants blood.,2021-07-20,/74Ay96kcaeURTIzWfrxRku8WH5q.jpg,0.761,3,4.7,0,0,82,Released,/tudrp1B0lfDXk499QNN3JBXqDcL.jpg,Horror,2021,0
36781,881349,Dogface: A Trap House Horror,Dogface: A Trap House Horror,en,"After moving into a haunted trap house, a troubled young hustler from the streets begins to discover his true purpose.",Come inside... If you dare.,2021-10-05,/eHwEkC7uWGD2Rdvlwt6PyzLuzz6.jpg,0.758,2,3.0,0,0,75,Released,/eEHsSQycvquWd6dlmmDy3LPFeMY.jpg,Horror,2021,0
36792,647354,Midday Demons,Midday Demons,en,"Megan, a successful Irish artist, lives in Dublin with her husband Leo, an Italian who emigrated there several years ago. After receiving the news of the death of Leo's uncle, Monsignor Domenico, a powerful catholic priest whose death has prompted a campaign for his beatification , the couple travels to Apulia, in southern Italy, to handle Leo's unexpected inheritance.",A couple returns to their family's ancient palazzo where sinister shadows from the past reappear.,2018-12-14,/kVDZuRNJrwN8lPImyXHoctqeRdA.jpg,0.756,2,4.3,0,0,85,Released,/fwIICdo5dLyfrPBwhg8m07IFEo5.jpg,Horror,2018,0
36806,730426,The Strings,The Strings,en,"In the dead of winter, a musician travels to a remote cottage to work on new material, but soon finds herself under attack from a mysterious dark presence.",Catherine will see beyond reality. Catherine will see beyond death. Catherine will see... The Strings.,2020-10-01,/3GvDI5BevbdMVRTiJUXgHVbTQXn.jpg,0.754,2,4.0,0,0,94,Released,/4Sa7q0XwhxOJ2gX03UlNcCfo6fH.jpg,Horror,2020,0
36954,744515,The Elvis Room,The Elvis Room,en,"Based on the story by Stephen Graham Jones, two young women learn the truth behind a spooky hotel industry superstition.",Every hotel has one...,2016-07-25,/9XNP3HkiSiuEl7B7pRYu6Nvmnop.jpg,0.743,3,4.7,0,0,22,Released,/aruWznPysXNK6apiiFm9L7tP7X3.jpg,Horror,2016,0
36980,584147,Apparitions,Apparitions,en,"With only nightmares for childhood memories, Lily Stone returns to her family home to find out what happened to her parents. Despite the locals' warnings about an evil presence cursing the house, Lily crosses the threshold and discovers not all the ghosts that haunt us are dead.",Some families leave legacies. Others leave bodies.,2021-12-11,/1zr2EyJtcKEiQRDbnTyqY4BC7Rg.jpg,0.742,1,4.0,0,0,82,Released,/hJ0CDn9mbm9Mt5J5oQv5Wdni6Xl.jpg,Horror,2021,0
37031,880774,SHC: Freak Accident,SHC: Freak Accident,en,"A mysterious phenomena occurs during a video call, leading to a Texas resident's death.",A Freak Accident in Central Texas,2022-03-19,/fWoF5a2h28ZqheKuzgAFsJWVKBc.jpg,0.74,0,0.0,1000,0,2,Released,/wFs24aE7FRSveKGbOsU7cq6vkiV.jpg,Horror,2022,-1000
37084,818108,Miracle Valley,Miracle Valley,en,"An obsessive photographer and his girlfriend are invited to a desert getaway in search of an ultra-rare bird. Fortune, fame and mending their fading relationship takes a turn at the hands of a sinister force where they face demons from both past, present and future.",From the survivor of The Room.,2021-10-30,/mCje6ZG7GL9RF89RwecRaF6NJHP.jpg,0.737,2,4.5,0,0,90,Released,/bfwVXsIeG3hVtPtXf44U36FQj74.jpg,Horror,2021,0
37098,797333,Freak,Freak,en,"Following a harrowing incident in LA, writer Ava retreats to a remote cabin in the woods of Bucks County to escape, but the longer she stays, the more she realizes that her nightmare has only just begun.",Everything is fine.,2022-02-15,/v8w3svDvOe4GIALkLjpYIm9eqcP.jpg,0.736,1,4.0,50000,0,69,Released,/zgCf8LkKcZvqFbWAwGEBKWgLcQZ.jpg,Horror,2022,-50000
37118,843880,Purgatory,Purgatory,en,"Grieving widower, Bernard, is approached by a spiritual healer and a voodoo high priest with an enticing offer to reconnect with his late wife, Sophia, in the afterlife. In the process, Bernard faces spirits, demons, and life-altering secrets.","Forbidden, deadly secrets will be revealed!",2021-06-22,/wOKBEgPQNP2UG0Qv8DaOERPKTXE.jpg,0.734,0,0.0,0,0,84,Released,/lItWNR7yxdVT3mFyBkfHTFkaeHs.jpg,Horror,2021,0
37173,785174,Heart of the Home,Heart of the Home,en,A woman's life turns into a living nightmare when she takes in a roommate who makes wigs from human hair.,Hatred is everywhere.,2021-01-12,/sZacNZkuVkqHLqMM8n2YL29Kbsr.jpg,0.73,2,6.5,0,0,80,Released,/7hmdprP6ozJRZ8gTvmnHzWKgGio.jpg,Horror,2021,0
37176,972561,Pandora,Pandora,en,"In this film, the filmmaker makes his first immersion in found footage taking previously recorded images to create a discourse totally different from the original context.",Was mankind full of evil before her?,2022-05-06,/nVG0NZhmuzd4wweE5HUXdfWpvZt.jpg,0.73,0,0.0,0,0,6,Released,/3fCqzeSybsngd8dl4u1NUd6RBuY.jpg,Horror,2022,0
37260,562268,ผีโทรศัพท์,Viral,th,"A young girl play an augmented reality game and end up in an abandoned building. She took a picture to celebrate her winning. When she got back home, the picture has someone in there who did not belong. The girl in the picture come out to haunt her",Horror that comes to you wherever you are!,2018-11-08,/puHQrDwDKMTbOp6IyBb0G9D7937.jpg,0.724,2,1.5,0,0,80,Released,/cAjiZTo9zA7iEeh1SFLElEDkReb.jpg,Horror,2018,0
37288,494113,Infisert,Infected,no,"In a post apocalyptic world, former drugstore employee Victoria Hansteen must look to her past in order to save the future of mankind after a virus has turned most of humanity into rabid killers.",It's not the virus that kills you.,2018-12-31,/fX9N4ejnjX2T0pfxaMaMvChC6WL.jpg,0.722,4,7.9,0,0,0,Released,/xNOppPb8HGXGORqTmCnTM1TlLjy.jpg,Horror,2018,0
37316,399118,Night People,Night People,en,A pair of professional but mismatched criminals break into an house with a dark past thats about to make its presence felt. Their story interwines with two other sinister tales.,Somethings in this world are best left undiscovered.,2015-11-13,/bqJoloB6WmE4pEFgAvZmNV7nVTy.jpg,0.72,2,6.0,0,0,108,Released,/gsmYMf8A1Kg9N2mo0IsOqjWD7o5.jpg,Horror,2015,0
37414,996266,Aperio,Aperio,en,"After the death of her mother, a 10 year old girl and her father must confront grief in its most nefarious form.","GRIEF, INCARNATE",2022-08-18,/eL5BvKVbXM2RRaW1CmITPqWMC50.jpg,0.716,0,0.0,0,0,18,Released,/mj9DtUQpR6xa6mAyKxLlnjdPXOP.jpg,Horror,2022,0
37562,517931,Memento Mori,Memento Mori,nl,"Memento Mori is about a girl who's stuck in a dream circle, reliving key moments of a traumatic event. What happened to her? And will she survive this nightmare before time runs out?",Remember you must die,2018-04-07,/enLQRTKD0zOW1U0eseFn6GELdkK.jpg,0.71,10,5.8,0,0,72,Released,/ia3SU2coA0MZ9QKtwQEeAcELDQE.jpg,Horror,2018,0
37587,782390,Another Found Footage Film,Another Found Footage Film,en,Two high school journalists break into the basement of their school to investigate a rumor. What they find is something worse than could have ever imagined.,There's Just Some Places You Shouldn't Go,2021-02-06,/os9r1mHVv6yZ9d9dbktcv1ET7hC.jpg,0.709,1,4.0,50,0,12,Released,/frWPPqwFdDauztttA7sNYnxCehx.jpg,Horror,2021,-50
37591,969608,We Will Never Be Free,We Will Never Be Free,en,A time traveling assassin from 2073 hunts down individuals who travelled to 2022 in search of sanctuary.,Choose Your Destination,2022-05-01,/uvxG5qt2hazESKeO9LatjbFR8cp.jpg,0.709,0,0.0,100,0,3,Released,/d7AMcRwp8K1sBbkr3d6rOq9C7jk.jpg,Horror,2022,-100
37617,999126,Wine Creek,Wine Creek,en,A derelict group of bank robbers fleeing from the authorities stumbles upon a lone cabin in the woods occupied by an eccentric family hiding the secrets of a centuries-old vampire.,An ancient evil waits to devour you!,2022-07-12,/bG97tCg8yLfsywb4eAKzTuthwWp.jpg,0.708,0,0.0,0,0,60,Released,/w2yQUPnh085yhnhECGAjS0JwVkr.jpg,Horror,2022,0
37657,644670,The Killing Secret,The Killing Secret,en,"From the outside looking in, Daniel and his wife Brenda appeared to have it all together... but smiles can be deceiving and kisses can be poison. A healthy marriage may be difficult to sustain yet not when secrets are intertwined in the vows, especially one that kill...",This secret is worth dying for,2018-12-18,/zcI60fonQ1eKOH0NWoPwbOGqr8l.jpg,0.706,0,0.0,0,0,0,Released,/83VZrbzdoZrJ6xp1JqOlzGz19zh.jpg,Horror,2018,0
37686,569040,สิงสู่,Reside,th,"Soon after a mysterious-ritual ceremony has been performed in a house, there are several chilling and inexplicable events happening which allegedly relate to haunting-spirit possession influencing house members into violence.",Sometime the ones that come. Weren't invited.,2018-12-13,/odynrkn9Wc4GCnZyuH0YuycpIpN.jpg,0.704,2,2.0,0,0,105,Released,/5yl6q5lzqb8ru6jV6k9pjCM1Avf.jpg,Horror,2018,0
37783,381820,Cut Her Out,Cut Her Out,en,"Plagued by nightmares and obsessive sleepwalking, Darcy Baker can't purge her mind of the animalistic abuse she suffered as a child at the hands of her mother. When Darcy's therapist Ryan is informed that her family homestead, the very source of her nightmares, has been abandoned, he is eager to get her back there and pull the suppressed memories to the surface in order to start her journey of healing. While Darcy has no interest in walking through the door to that hell, she does have a deep desire to win the love of Ryan and succumbs to his wishes to return to her childhood home. Upon arriving at the decrepit house, she and Ryan discover that the fear mother ignites in Darcy still lives. Even more unsettling, they uncover the existence of ten-year-old Sam, a feral mute, who keeps his secrets dangerously close to his heart. Ryan admirably risks it all to heal both Sam and Darcy, but is their blood bond thicker than the healing waters he has to offer?",Mask the devil inside,2014-09-27,/tfBBs8bVrMXZqhglL8w97fI9OG2.jpg,0.7,3,4.7,0,0,88,Released,/kS5DB0SaudOJtZxUJl9gNvGT5vj.jpg,Horror,2014,0
37839,706677,The Surreal Project,The Whispering Man,en,"After inheriting an ominous painting, a family soon becomes disturbed by a demonic presence known as The Whispering Man.",Don't let him out,2019-12-01,/gZ9n3orQXd9xWwLfcZVPUAxmgAg.jpg,0.697,3,6.7,7000,0,74,Released,/2nOKoaLZ3MoNIw6YJtKm9pXPuEn.jpg,Horror,2019,-7000
